DATASET_GRADIENT
#In gradient datasets, each ID is associated to a single numeric value which is converted to a colored box based on the gradient defined.

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throught this file (except in the SEPARATOR line, which uses space).
SEPARATOR TAB
#SEPARATOR SPACE
#SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL	Completness

#dataset color (can be changed later)
COLOR	#ff0000

#=================================================================#
#                    OPTIONAL SETTINGS                            #
#=================================================================#

#each dataset can have a legend, which is defined below
#for each row in the legend, there should be one shape, color and label
#shape should be a number between 1 and 6:
#1: square
#2: circle
#3: star
#4: right pointing triangle
#5: left pointing triangle
#6: checkmark

#LEGEND_TITLE Dataset_legend
#LEGEND_SHAPES 1 2 3
#LEGEND_COLORS #ff0000 #00ff00 #0000ff
#LEGEND_LABELS value1 value2 value3

LEGEND_TITLE	Completness
LEGEND_SHAPES	1	1	1	1	1	1	1
LEGEND_COLORS	#0000ff	#4e4eff	#9c9cff	#FFFFFF	#ffacac	#ff5a5a	#ff0000
LEGEND_LABELS	27.15	34.15	41.15	50	66	82	99.41
#=================================================================#
#     all other optional settings can be set or changed later     #
#           in the web interface (under 'Datasets' tab)           #
#=================================================================#

#width of the gradient strip
#STRIP_WIDTH 25

#left margin, used to increase/decrease the spacing to the next dataset. Can be negative, causing datasets to overlap.
#MARGIN 0

#border width; if set above 0, a border of specified width (in pixels) will be drawn around the gradient strip
#BORDER_WIDTH 0

#border color; used whern BORDER_WIDTH is above 0
#BORDER_COLOR #0000ff

#define the gradient colors. Values in the dataset will be mapped onto the corresponding color gradient.
COLOR_MIN	#0000ff
COLOR_MAX	#ff0000

#you can specify a gradient with three colors (e.g red to yellow to green) by setting 'USE_MID_COLOR' to 1, and specifying the midpoint color
USE_MID_COLOR	1
COLOR_MID	#FFFFFF

#always show internal values; if set, values associated to internal nodes will be displayed even if these nodes are not collapsed. It could cause overlapping in the dataset display.
#SHOW_INTERNAL 1

#Internal tree nodes can be specified using IDs directly, or using the 'last common ancestor' method described in iTOL help pages
#=================================================================#
#       Actual data follows after the "DATA" keyword              #
#=================================================================#
DATA
#ID1 value1
#ID2 value2
#9606 10000
#LEAF1|LEAF2 11000

GCA_002712845.1	50.49677309782609
GCA_902626275.1	27.65625
GCA_002341405.1	70.1171875
GCA_000171775.1	94.95442708333334
GCA_003452155.1	85.26947463768116
GCA_003669255.1	57.74739583333333
GCA_001644265.1	33.37890625
GCA_000346425.1	99.4140625
GCA_900696675.1	99.0234375
GCA_002705055.1	80.6640625
GCA_002050315.1	98.2421875
GCA_002718815.1	97.36328125
GCA_001603075.1	92.25260416666669
GCA_002591705.1	74.13779438405797
GCA_002721555.1	77.30978260869566
GCA_000346505.1	98.6328125
GCA_008636105.1	95.1171875
GCA_002289565.1	99.4140625
GCA_000020225.1	89.3645267210145
GCA_002422955.1	99.4140625
GCA_007753675.1	95.1171875
GCA_002167455.1	90.234375
GCA_005223045.1	98.20963541666669
GCA_007747215.1	90.57942708333331
GCA_002746535.1	87.58463541666669
GCA_002477435.1	98.2421875
GCA_002050325.1	98.66536458333331
GCA_007745435.1	95.1171875
GCA_007695205.1	97.8515625
GCA_003388505.1	98.6328125
GCA_007752535.1	93.45703125
GCA_000284115.1	98.4375
GCA_007618155.1	90.46223958333334
GCA_002338715.1	99.4140625
GCA_008035925.1	98.046875
GCA_000315115.1	97.81901041666669
GCA_003136315.1	89.51822916666669
GCA_007693965.1	97.23307291666669
GCA_008254045.1	99.4140625
GCA_003501305.1	99.4140625
GCA_000153105.1	99.4140625
GCA_008629675.1	52.76692708333334
GCA_002718835.1	80.14322916666667
GCA_002696165.1	88.0859375
GCA_003553245.1	97.20052083333334
GCA_009692005.1	74.25130208333333
GCA_002705085.1	50.97203351449275
GCA_003693915.1	95.3125
GCA_007127095.1	84.765625
GCA_001828605.1	98.66536458333331
GCA_007744515.1	81.11979166666667
GCA_002702575.1	97.16796875
GCA_007748035.1	96.38671875
GCA_002168195.1	99.08854166666669
GCA_007859875.1	99.4140625
GCA_000196115.1	98.6328125
GCA_007860135.1	89.6484375
GCA_001997385.1	98.6328125
GCA_009177065.1	79.296875
GCA_002686595.1	72.7751358695652
GCA_902630355.1	85.28362771739131
GCA_005808465.1	61.71450407608696
GCA_008933285.1	37.69248188405797
GCA_001304295.1	96.06119791666669
GCA_002297475.1	97.75390625
GCA_007746075.1	99.08854166666669
GCA_007860215.1	86.71875
GCA_007750655.1	99.0234375
GCA_007860095.1	93.24473505434784
GCA_002709045.1	96.12630208333331
GCA_000786775.1	98.6328125
GCA_000346315.1	84.83072916666667
GCA_900696545.1	65.91513813405797
GCA_000172155.1	56.54947916666666
GCA_007129865.1	99.4140625
GCA_002050035.1	96.09375
GCA_007748175.1	95.8984375
GCA_007747445.1	99.4140625
GCA_007748075.1	57.55208333333334
GCA_002727185.1	94.82421875
GCA_007119795.1	55.86645153985508
GCA_003390835.1	99.0234375
GCA_002279375.1	99.4140625
GCA_009618275.1	98.6328125
GCA_000092105.1	77.08333333333333
GCA_008501815.1	46.9534080615942
GCA_002967755.1	96.06119791666669
GCA_002168905.2	82.87760416666667
GCA_000531095.1	32.81957653985507
GCA_002723305.1	97.03776041666669
GCA_007922685.1	61.41021286231884
GCA_002009475.1	36.25651041666666
GCA_002343845.1	87.3046875
GCA_003669445.1	97.8515625
GCA_007751255.1	93.99739583333331
GCA_003669585.1	81.18489583333333
GCA_003513555.1	97.91666666666669
GCA_003669335.1	98.046875
GCA_007744255.1	99.21875
GCA_002901265.1	87.07682291666666
GCA_007753095.1	99.0234375
GCA_003526145.1	89.2578125
GCA_003388575.1	81.00260416666667
GCA_002239625.1	66.47135416666667
GCA_009691805.1	89.6484375
GCA_003561085.1	95.8984375
GCA_002117005.1	98.2421875
GCA_002701385.1	97.36328125
GCA_002277955.1	98.6328125
GCA_007745835.1	97.4609375
GCA_900696475.1	99.4140625
GCA_000255675.1	89.77864583333331
GCA_007752345.1	84.1796875
GCA_007753915.1	99.0234375
GCA_004295085.1	98.2421875
GCA_007860185.1	91.73177083333331
GCA_007748055.1	90.98307291666669
GCA_900696465.1	81.25
GCA_003576915.1	81.51041666666666
GCA_002709295.1	97.8515625
GCA_002683135.1	98.69791666666669
GCA_000987375.1	98.046875
GCA_007748115.1	84.53776041666667
GCA_007745175.1	38.13151041666667
GCA_007693765.1	99.0234375
GCA_002169045.1	82.421875
GCA_007750395.1	81.70572916666667
GCA_002748355.1	84.9609375
GCA_002683275.1	96.74479166666669
GCA_900696525.1	83.05989583333333
GCA_002197845.1	81.0546875
GCA_003671055.1	98.2421875
GCA_002084585.1	89.453125
GCA_001956985.1	97.0703125
GCA_002684555.1	97.65625
GCA_002632395.1	95.86588541666669
GCA_001610895.1	95.53611865942028
GCA_001610855.1	30.98562047101449
GCA_002733575.1	66.796875
GCA_000484995.1	96.09375
GCA_002171115.1	98.14453125
GCA_001753675.2	89.6484375
GCA_003389355.1	82.12749094202898
GCA_001999965.1	66.68365036231884
GCA_009691785.1	96.64713541666669
GCA_007118035.1	99.4140625
GCA_008065095.1	98.89322916666669
GCA_007746535.1	89.0625
GCA_003335485.1	99.4140625
GCA_002686265.1	97.36328125
GCA_000330745.1	62.79296875
GCA_007750855.1	69.3458446557971
GCA_001828545.1	93.5546875
GCA_002862275.1	76.31000905797102
GCA_002007645.1	88.60677083333331
GCA_002343325.1	97.75390625
GCA_900696425.1	86.88151041666669
GCA_009177095.1	93.65234375
GCA_003551565.1	87.3046875
GCA_001723765.1	83.91927083333333
GCA_007748095.1	98.2421875
GCA_009692045.1	70.09114583333333
GCA_007860005.1	78.515625
GCA_001824525.1	99.00645380434784
